what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335416632940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335416641565
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335416642627
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416651174
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416651549
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335416661237
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335416672096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335416689549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416706940
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416707346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335416717033
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335416786565
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335416795346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335416818330
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335416833627
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335416838830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416839830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416840158
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335416849487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1335416849487
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335416850690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416869143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416869158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416869158
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416927158
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416932737
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416932752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335416932815
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417002487
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335417004096
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417005377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1335417005408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335417006315
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417008283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417017471
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417041643
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417044971
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417100237
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417101346
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1335417101377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335417102127
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417104283
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417106377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1335417106408
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417110408
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335417128377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335417129799
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335417130018
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335417141112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417142487
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417151174
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417152033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417155658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417184690
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417184690
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417184799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417200049
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417201440
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1335417201471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335417202143
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417208377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335417248268
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335417250783
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335417258033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335417261455
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335417268862
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1335417277487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335417279158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335417282252
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335417306752
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417309612
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335417311205
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335417332112
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335417334518
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1335417360002
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335417368362
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1335417391877
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1335417391940
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335417401690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417408471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417409190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417409533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417409908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417410158
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417410471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417410690
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417410908
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417411096
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335417411362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335417428174
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335417429612
