what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973004977
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973007770
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973015945
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973017818
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1333973028755
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973028786
closed,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1333973028818
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333973030705
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973031657
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973033217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973041596
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973044405
opened,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1333973046370
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333973054406
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973064454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973078699
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973078715
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973078715
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973097672
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333973108453
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973113977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973126069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973126505
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973134057
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973146149
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973167135
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973167135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973167213
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973196623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973203379
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973203379
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973203395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973219825
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333973229358
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973230544
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973239671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973242292
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973242729
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333973252684
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973255789
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973257193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973257911
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973310476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973367878
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333973372246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333973385150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333973392108
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1333973395962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333973397772
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973399020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333973401080
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333973413219
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333973418961
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333973420755
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973421753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973439681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973439681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973439696
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973468000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973484023
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973484039
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973484039
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973491357
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333973503152
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973506444
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973623589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333973625898
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1333973659693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333973670693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333973672768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973673798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333973678479
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973680288
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973705362
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973715129
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333973726176
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973728454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973742434
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973742824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973751296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973799461
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973832258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973832258
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973832258
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973853353
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333973858033
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973859578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973859578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973859578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973865351
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333973876179
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973884277
activated,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1333973913797
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973913828
closed,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1333973913859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973965988
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973966003
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973966019
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333973968593
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1333973970684
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333973993370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974032221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974067935
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974080558
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974091448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974095396
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974106115
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974127849
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1333974127849
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1333974140284
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1333974140331
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974140362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974141845
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974142937
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1333974149490
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974150364
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.ClassFileEditor",1333974150364
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974154779
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1333974154779
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974161488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974171146
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974174454
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974191960
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974193832
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974197327
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974223945
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1333974223945
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974236880
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974241592
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974248613
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974252810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974252826
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974252826
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974268616
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974298198
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974300305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974312209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974404062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974406886
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974406886
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974406902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974412066
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974423924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974433722
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974440603
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1333974440603
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974443224
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974444956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974454427
opened,view,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit.ResultView",1333974468766
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974477535
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974521284
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974526464
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1333974526464
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974540382
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974542878
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974551522
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974558403
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1333974558418
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1333974561008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974562085
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974612653
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974612762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1333974637196
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1333974641331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333974648024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333974652299
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974672130
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974809027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974823756
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974823756
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974823819
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974834428
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333974870517
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974882438
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974884934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333974887462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1333974889100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333974890052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974892954
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974893344
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1333974904703
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1333974909680
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974931633
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974932335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333974943272
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1333974947532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974951869
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974987006
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1333974987006
